age,job_n,marital_n,education_n,default_n,housing_n,loan_n,contact_n,month_n,day_of_week_n,campaign,pdays,previous,poutcome_n,cons.price.idx,cons.conf.idx
43,2,0,1,0,1,0,1,7,3,1,999,0,0,93.369,-34.8
38,1,0,1,0,1,0,0,0,0,3,999,0,0,93.994,-36.4
46,2,0,1,0,0,0,0,0,4,2,999,0,0,93.994,-36.4
37,3,0,4,0,0,0,1,8,3,1,999,0,0,93.075,-47.1
36,2,0,6,0,1,0,1,5,2,2,999,1,1,93.2,-42.0
31,1,0,1,1,1,0,0,1,3,12,999,0,0,94.465,-41.8
34,3,0,0,0,0,0,0,0,2,2,999,0,0,93.994,-36.4
30,4,1,4,0,1,0,0,1,1,1,999,0,0,94.055,-39.8
45,3,0,0,1,1,0,0,1,0,2,999,0,0,94.465,-41.8
35,8,1,4,0,1,0,1,5,0,2,999,0,0,93.2,-42.0
49,6,2,6,0,0,0,0,0,4,7,999,0,0,93.994,-36.4
50,2,2,6,0,1,1,1,0,0,1,999,0,0,92.893,-46.2
48,10,0,6,0,1,0,1,2,3,1,999,0,0,93.918,-42.7
51,1,2,2,1,0,1,0,0,2,3,999,0,0,93.994,-36.4
42,3,0,5,1,2,2,0,0,4,4,999,0,0,93.994,-36.4
30,2,1,6,0,0,0,0,0,0,4,999,0,0,92.893,-46.2
40,6,2,6,0,1,0,1,5,2,2,999,4,1,94.767,-50.8
26,2,1,1,0,0,0,0,0,2,5,999,0,0,93.994,-36.4
40,3,0,3,1,1,0,0,1,4,5,999,0,0,94.465,-41.8
36,1,1,1,0,0,0,1,2,2,17,999,0,0,93.918,-42.7
33,1,2,1,0,1,0,0,1,4,4,999,0,0,94.465,-41.8
44,2,1,4,1,0,0,1,0,1,6,999,0,0,92.893,-46.2
50,3,2,1,0,1,1,1,2,0,2,999,0,0,93.918,-42.7
33,4,3,4,1,1,0,0,0,4,1,999,0,0,93.994,-36.4
51,4,0,4,1,0,0,1,5,4,2,999,1,1,93.2,-42.0
34,2,0,6,0,0,0,1,5,4,3,999,0,0,93.2,-42.0
33,2,0,5,0,1,0,0,0,0,1,999,0,0,93.994,-36.4
39,6,0,1,0,0,0,0,5,2,1,999,0,0,93.2,-42.0
34,3,2,2,0,1,0,1,2,3,2,999,0,0,93.918,-42.7
58,2,1,6,0,0,0,1,3,2,5,999,0,0,93.444,-36.1
52,1,0,1,1,1,1,1,2,3,1,999,0,0,93.918,-42.7
39,3,1,2,0,1,0,1,0,1,1,999,2,1,92.893,-46.2
25,1,1,4,0,1,0,1,2,3,1,999,0,0,93.918,-42.7
54,3,0,3,1,1,0,0,0,1,1,999,0,0,93.994,-36.4
34,4,0,4,0,1,0,1,3,4,8,999,0,0,93.444,-36.1
45,1,2,1,1,0,0,0,1,3,1,999,0,0,94.465,-41.8
45,4,0,4,0,0,0,1,2,2,1,999,0,0,93.918,-42.7
37,10,0,2,0,1,0,1,1,0,1,999,0,0,92.963,-40.8
51,4,0,4,1,0,0,0,0,3,1,999,0,0,93.994,-36.4
48,2,2,6,1,0,0,1,3,1,5,999,0,0,93.444,-36.1
49,6,0,0,0,1,0,0,0,3,3,999,0,0,93.994,-36.4
37,1,0,1,0,1,0,0,0,4,1,999,0,0,93.994,-36.4
42,3,0,0,0,0,0,1,0,4,2,999,0,0,92.893,-46.2
30,3,2,3,0,1,0,0,1,1,3,999,0,0,94.465,-41.8
51,3,0,2,0,1,0,1,8,3,1,999,0,0,93.075,-47.1
47,9,0,5,1,1,0,0,1,4,1,999,0,0,94.465,-41.8
59,2,0,0,1,0,0,1,2,3,1,999,0,0,93.918,-42.7
32,1,0,1,0,0,0,1,2,1,1,999,0,0,93.918,-42.7
36,10,0,6,0,0,0,0,0,2,3,999,0,0,93.994,-36.4
52,4,0,1,0,0,0,0,1,2,1,999,0,0,94.465,-41.8
31,1,0,1,0,1,0,0,0,2,5,999,0,0,93.994,-36.4
51,6,0,6,0,1,0,0,1,4,1,999,0,0,94.465,-41.8
46,3,0,3,0,1,0,1,5,0,1,999,1,1,93.2,-42.0
39,3,0,0,0,0,1,0,0,4,1,999,0,0,93.994,-36.4
32,3,1,3,0,0,0,0,0,1,7,999,0,0,93.994,-36.4
42,2,0,6,0,1,0,1,2,4,2,999,0,0,93.918,-42.7
34,2,0,1,0,0,0,1,5,1,3,999,1,1,93.2,-42.0
32,4,1,1,0,0,0,1,3,1,5,999,0,0,93.444,-36.1
24,1,1,1,0,0,0,0,1,4,8,999,0,0,94.465,-41.8
39,3,0,3,0,0,0,0,0,4,2,999,0,0,92.893,-46.2
39,2,1,5,0,0,0,0,0,3,3,999,0,0,93.994,-36.4
26,3,0,2,0,0,0,1,2,2,5,999,0,0,93.918,-42.7
29,2,1,1,0,0,0,0,4,3,2,6,1,2,94.601,-49.5
38,2,0,6,0,0,1,0,0,0,1,999,0,0,93.994,-36.4
39,2,1,6,0,0,0,1,3,2,1,999,0,0,93.444,-36.1
52,4,0,4,0,0,0,1,2,3,1,999,0,0,93.918,-42.7
24,3,1,3,0,1,0,1,2,2,1,999,0,0,93.918,-42.7
45,3,0,0,1,1,0,1,8,3,1,999,1,1,93.075,-47.1
30,4,1,1,1,0,0,1,3,0,2,999,0,0,93.444,-36.1
33,4,2,1,0,1,0,1,0,1,1,999,0,0,92.893,-46.2
29,3,1,1,0,0,1,0,0,0,1,999,0,0,93.994,-36.4
42,2,2,6,0,1,0,1,3,3,1,999,0,0,92.201,-31.4
39,2,0,1,1,0,0,1,2,3,2,999,0,0,93.918,-42.7
35,6,2,6,0,2,2,1,3,0,3,999,0,0,93.444,-36.1
31,4,1,6,0,1,0,1,5,0,1,999,0,0,93.2,-42.0
24,6,1,6,0,0,0,1,0,0,2,999,0,0,92.893,-46.2
30,11,1,1,0,1,0,1,4,1,1,17,2,1,94.601,-49.5
53,6,2,6,0,0,0,1,9,1,2,3,2,2,94.199,-37.5
46,6,0,3,0,0,0,0,1,0,4,999,0,0,94.465,-41.8
30,3,0,3,0,1,0,1,5,3,2,999,0,0,93.2,-42.0
48,1,0,1,0,0,0,1,3,2,2,999,0,0,93.444,-36.1
35,3,0,2,1,1,0,0,0,3,2,999,0,0,93.994,-36.4
40,2,1,6,0,1,0,1,2,0,1,999,0,0,93.918,-42.7
34,4,0,1,0,0,1,0,0,1,4,999,0,0,93.994,-36.4
31,4,2,1,0,1,0,1,3,1,3,999,0,0,93.444,-36.1
48,8,0,6,1,1,0,0,0,3,2,999,0,0,93.994,-36.4
31,4,0,4,0,0,1,1,5,4,5,999,0,0,93.2,-42.0
33,6,0,4,0,0,0,1,0,3,1,999,0,0,92.893,-46.2
42,2,1,6,0,0,0,1,3,0,11,999,0,0,93.444,-36.1
56,0,2,1,0,0,0,0,0,4,2,999,0,0,93.994,-36.4
25,4,1,6,0,1,0,0,0,3,8,999,0,0,93.994,-36.4
48,0,0,4,0,0,0,1,2,2,3,6,1,2,94.215,-40.3
29,2,1,3,1,1,0,0,0,2,2,999,0,0,93.994,-36.4
41,2,0,6,0,1,0,1,2,2,1,999,1,1,92.469,-33.6
35,1,0,1,0,0,0,0,0,0,3,999,0,0,93.994,-36.4
41,3,0,2,0,1,1,0,5,1,1,999,0,0,93.2,-42.0
60,4,0,4,1,1,0,0,1,0,1,999,0,0,94.465,-41.8
32,2,1,1,0,0,0,1,8,3,1,999,0,0,93.075,-47.1
46,2,0,1,1,1,1,0,0,0,3,999,0,0,93.994,-36.4
50,10,0,3,0,0,0,1,5,1,1,999,0,0,93.2,-42.0
27,1,1,1,0,1,0,0,1,2,1,999,0,0,94.465,-41.8
55,4,0,4,0,1,0,0,3,4,7,999,0,0,93.444,-36.1
30,10,0,6,0,0,0,1,3,0,3,999,0,0,93.444,-36.1
30,11,1,6,1,1,1,1,0,2,2,999,0,0,92.893,-46.2
30,2,2,6,0,0,0,1,5,1,1,999,0,0,93.2,-42.0
35,2,0,1,0,1,1,0,0,0,10,999,0,0,92.893,-46.2
53,4,0,4,1,1,0,1,3,3,8,999,0,0,93.444,-36.1
41,1,1,1,0,1,0,1,0,0,2,999,0,0,92.893,-46.2
31,1,0,1,1,1,0,1,5,2,1,999,1,1,93.2,-42.0
35,7,0,3,1,0,0,0,0,4,2,999,0,0,93.994,-36.4
33,6,0,1,0,0,1,1,5,2,1,999,0,0,93.2,-42.0
49,3,0,0,1,1,0,0,0,0,12,999,0,0,93.994,-36.4
38,3,0,5,0,0,0,1,2,2,1,999,0,0,93.918,-42.7
36,6,0,6,0,0,0,0,0,2,1,999,0,0,93.994,-36.4
34,2,0,1,0,1,1,1,0,0,1,999,0,0,92.893,-46.2
39,2,0,1,0,1,0,1,5,3,1,999,0,0,93.2,-42.0
58,3,0,3,0,0,0,1,5,1,1,999,1,1,93.2,-42.0
33,8,0,3,1,1,0,1,2,3,1,999,0,0,93.918,-42.7
44,4,0,6,0,1,0,1,3,2,2,999,0,0,93.444,-36.1
41,3,0,3,0,0,0,1,8,4,3,999,1,1,93.075,-47.1
44,2,0,1,0,0,0,1,2,2,1,999,0,0,93.918,-42.7
34,3,0,3,0,1,0,0,2,3,2,999,0,0,93.918,-42.7
33,2,1,6,0,0,0,1,0,0,1,999,1,1,92.893,-46.2
35,6,2,6,0,0,0,1,2,4,4,999,0,0,93.918,-42.7
32,10,0,6,0,1,0,1,3,4,9,999,0,0,93.444,-36.1
57,8,1,1,1,0,0,0,0,2,2,999,0,0,93.994,-36.4
38,1,0,1,0,0,0,1,8,4,2,999,0,0,93.075,-47.1
49,2,0,0,0,1,0,1,0,2,3,999,0,0,92.893,-46.2
51,2,0,6,0,1,0,1,3,3,1,999,0,0,93.444,-36.1
43,10,2,1,1,1,0,0,0,0,3,999,0,0,93.994,-36.4
31,2,0,6,0,1,1,1,3,3,5,999,0,0,93.444,-36.1
34,3,0,3,0,1,0,0,0,1,2,999,0,0,93.994,-36.4
40,2,2,3,0,1,0,1,0,3,2,999,0,0,92.893,-46.2
28,2,1,6,0,1,0,1,0,4,2,999,0,0,92.893,-46.2
49,4,1,1,0,1,0,0,2,2,1,999,0,0,93.918,-42.7
46,2,2,6,1,0,0,0,0,1,1,999,0,0,93.994,-36.4
36,2,1,6,0,0,0,0,0,4,5,999,0,0,93.994,-36.4
45,4,0,4,0,1,1,1,3,4,3,999,0,0,93.444,-36.1
54,2,0,6,0,1,0,0,0,3,1,999,0,0,93.994,-36.4
41,2,0,3,1,0,0,0,0,2,6,999,0,0,93.994,-36.4
34,7,0,0,1,1,0,1,5,2,1,999,1,1,93.2,-42.0
29,2,1,1,0,0,0,1,2,1,2,999,0,0,93.918,-42.7
42,3,0,0,1,0,0,1,0,4,1,999,0,0,92.893,-46.2
63,5,0,4,0,0,0,1,6,0,1,999,1,1,92.713,-33.0
32,4,0,6,1,0,0,1,3,2,2,999,0,0,93.444,-36.1
44,4,1,5,1,0,0,0,0,2,2,999,0,0,93.994,-36.4
34,1,1,1,0,0,0,0,2,1,16,999,0,0,93.918,-42.7
54,3,0,0,0,0,0,1,2,0,1,999,0,0,93.918,-42.7
38,3,1,1,0,0,0,0,0,1,3,999,0,0,93.994,-36.4
50,3,0,0,1,0,0,0,1,3,1,999,0,0,94.465,-41.8
33,6,0,6,0,0,0,0,0,0,3,999,0,0,93.994,-36.4
60,5,0,0,1,1,0,0,0,4,2,999,0,0,93.994,-36.4
49,3,0,0,0,1,0,0,1,0,3,999,0,0,94.465,-41.8
39,4,1,4,0,1,0,0,0,1,1,999,0,0,92.893,-46.2
36,3,1,0,0,0,1,1,0,3,3,999,0,0,92.893,-46.2
37,3,0,3,0,0,0,1,0,0,8,999,1,1,92.893,-46.2
32,2,0,1,0,1,0,0,0,4,2,999,0,0,93.994,-36.4
32,4,0,6,0,0,0,1,3,4,1,999,0,0,93.444,-36.1
47,6,0,3,1,2,2,0,1,3,4,999,0,0,94.465,-41.8
46,6,2,6,0,1,0,1,2,4,6,999,0,0,93.918,-42.7
59,5,1,4,1,1,0,1,2,3,1,999,0,0,93.918,-42.7
30,4,0,3,0,1,0,1,0,3,4,999,0,0,92.893,-46.2
57,5,0,1,0,0,0,1,3,4,9,999,0,0,93.444,-36.1
29,3,1,1,0,1,1,1,8,2,1,999,1,1,93.075,-47.1
48,1,2,1,0,0,1,0,2,0,7,999,0,0,93.918,-42.7
53,3,0,3,1,1,1,0,0,2,1,999,0,0,93.994,-36.4
39,2,0,6,0,1,0,1,5,0,2,999,0,0,93.2,-42.0
53,2,2,6,0,1,0,1,3,4,2,999,0,0,93.444,-36.1
44,6,0,4,0,0,0,1,8,4,1,999,1,1,93.075,-47.1
27,4,1,4,0,0,0,1,2,0,3,999,0,0,93.918,-42.7
35,4,1,4,1,1,0,1,2,3,1,999,0,0,93.918,-42.7
45,3,0,3,0,0,0,1,5,4,2,999,1,1,93.2,-42.0
33,2,0,1,0,1,0,0,1,4,3,999,0,0,94.465,-41.8
57,5,0,6,0,0,0,1,8,3,1,999,1,1,93.075,-47.1
56,0,0,0,0,0,1,1,2,0,1,999,0,0,93.918,-42.7
45,8,2,6,0,1,0,1,2,0,4,999,0,0,93.918,-42.7
38,2,1,5,0,1,0,1,0,4,1,999,0,0,92.893,-46.2
22,1,1,1,0,1,0,1,2,1,3,999,0,0,93.918,-42.7
28,3,1,3,0,1,0,0,1,2,1,999,0,0,94.465,-41.8
41,6,0,1,0,0,0,1,0,0,1,999,2,1,92.893,-46.2
42,2,0,6,0,0,0,1,3,2,6,999,0,0,93.444,-36.1
29,2,0,6,0,0,0,1,0,2,2,999,0,0,92.893,-46.2
56,4,0,4,0,1,0,0,0,0,5,999,0,0,93.876,-40.0
47,3,2,3,1,0,0,0,0,2,2,999,0,0,93.994,-36.4
25,10,1,6,0,1,0,1,0,3,3,999,0,0,92.893,-46.2
44,1,0,1,1,2,2,1,2,3,1,999,0,0,93.918,-42.7
84,5,2,5,1,0,0,1,9,1,1,3,2,2,94.199,-37.5
53,4,0,4,1,1,0,1,0,1,1,999,0,0,92.893,-46.2
48,4,0,4,0,1,0,1,4,3,1,999,0,0,94.601,-49.5
49,4,0,0,0,1,0,1,5,4,3,999,0,0,93.2,-42.0
29,6,1,6,0,1,0,1,2,0,3,999,0,0,93.918,-42.7
25,2,1,1,0,0,0,1,8,4,2,999,0,0,93.075,-47.1
33,6,0,6,0,0,0,1,5,2,2,999,0,0,93.2,-42.0
33,2,0,6,0,1,1,1,2,4,3,999,0,0,94.215,-40.3
49,2,2,1,0,0,0,1,2,3,1,999,0,0,93.918,-42.7
40,6,2,6,1,1,1,0,0,4,3,999,0,0,93.994,-36.4
56,2,0,1,1,0,0,1,3,3,2,999,0,0,93.444,-36.1
41,4,0,4,0,1,0,1,5,0,2,999,0,0,94.767,-50.8
25,1,1,1,0,0,0,1,4,0,1,999,1,1,94.601,-49.5
37,4,0,4,0,0,0,0,1,3,5,999,0,0,94.465,-41.8
46,3,1,0,1,0,0,1,5,2,1,999,1,1,93.2,-42.0
48,6,0,6,0,1,0,0,0,4,23,999,0,0,93.994,-36.4
43,4,1,4,0,2,2,0,1,2,3,999,0,0,94.465,-41.8
53,2,0,1,1,0,0,1,2,3,1,999,0,0,93.918,-42.7
57,1,0,2,0,0,0,0,0,3,2,999,0,0,93.994,-36.4
41,4,1,6,0,0,0,1,2,3,3,999,0,0,93.918,-42.7
61,9,1,0,0,1,1,1,0,1,3,999,0,0,92.893,-46.2
37,4,1,6,0,1,0,1,3,1,2,999,4,1,94.027,-38.3
38,2,1,6,1,0,0,0,1,1,1,999,0,0,94.465,-41.8
54,10,2,5,0,0,1,1,8,3,2,999,1,1,93.075,-47.1
31,11,1,5,0,2,2,1,9,2,2,6,2,2,94.199,-37.5
58,3,0,0,1,1,1,1,0,2,1,999,0,0,92.893,-46.2
57,6,0,6,0,1,1,1,5,1,2,999,1,1,93.2,-42.0
25,1,1,1,0,1,0,1,1,3,2,3,1,2,92.963,-40.8
32,2,1,6,1,0,0,0,1,1,12,999,0,0,94.465,-41.8
42,8,0,6,1,1,0,1,3,1,2,999,0,0,93.444,-36.1
34,3,1,3,0,0,0,1,8,4,1,1,1,2,93.075,-47.1
46,1,2,1,0,0,0,1,2,1,5,999,0,0,93.918,-42.7
48,2,0,6,0,1,0,0,3,1,2,999,0,0,93.444,-36.1
64,5,0,1,0,1,0,1,8,4,1,999,0,0,93.075,-47.1
34,4,0,6,1,1,0,1,3,3,1,999,0,0,93.444,-36.1
25,2,1,3,0,1,0,1,2,3,4,999,0,0,93.918,-42.7
37,10,0,6,0,1,0,1,2,2,2,999,0,0,93.918,-42.7
31,4,1,6,0,1,0,1,5,2,1,999,0,0,93.2,-42.0
40,2,1,1,0,0,0,1,0,1,6,999,0,0,92.893,-46.2
31,4,1,4,0,1,0,0,0,1,3,999,0,0,93.994,-36.4
33,3,0,3,0,0,0,1,2,0,1,999,0,0,93.918,-42.7
35,6,0,6,0,0,0,1,2,2,1,999,0,0,93.918,-42.7
53,6,0,0,1,0,0,0,0,2,2,999,0,0,93.994,-36.4
45,1,1,3,1,1,0,0,0,4,1,999,0,0,93.994,-36.4
35,3,2,1,0,0,1,1,5,0,2,999,1,1,93.2,-42.0
55,4,0,3,0,1,0,0,1,1,2,999,0,0,94.465,-41.8
34,2,0,6,0,1,0,1,0,0,2,999,0,0,92.893,-46.2
30,1,1,1,0,1,0,1,2,4,2,999,0,0,93.918,-42.7
33,2,0,6,0,2,2,1,3,0,4,999,0,0,93.444,-36.1
57,3,0,0,0,1,0,1,0,1,1,999,0,0,92.893,-46.2
45,8,2,6,0,0,1,1,2,0,4,999,0,0,93.918,-42.7
43,2,0,6,0,0,0,1,2,3,4,999,0,0,93.918,-42.7
26,4,1,4,0,0,0,0,0,1,1,999,0,0,93.994,-36.4
36,2,1,6,0,0,0,1,8,3,12,999,1,1,93.075,-47.1
31,8,1,1,0,0,1,1,2,1,2,999,0,0,93.918,-42.7
43,2,0,1,0,1,0,1,2,0,4,999,0,0,93.918,-42.7
34,1,0,1,0,0,0,0,1,4,14,999,0,0,94.465,-41.8
28,3,1,2,0,0,0,0,0,4,1,999,0,0,93.994,-36.4
35,4,2,4,0,0,0,0,0,4,10,999,0,0,93.994,-36.4
29,1,0,1,1,1,0,1,0,3,1,999,1,1,92.893,-46.2
25,3,1,3,0,1,0,1,2,3,3,999,0,0,93.918,-42.7
49,4,0,4,0,0,1,0,1,3,1,999,0,0,94.465,-41.8
48,4,2,6,0,1,1,1,3,2,7,999,0,0,93.444,-36.1
29,8,0,6,0,0,0,0,2,1,3,999,0,0,93.918,-42.7
55,2,0,1,0,1,0,0,0,4,1,999,0,0,93.994,-36.4
47,0,1,4,0,1,0,1,8,1,2,999,0,0,93.075,-47.1
48,3,0,1,0,0,0,1,0,1,2,3,1,2,92.893,-46.2
33,6,1,6,0,1,0,0,0,3,2,999,1,1,92.893,-46.2
39,2,1,1,0,0,0,1,0,3,10,999,0,0,92.893,-46.2
32,4,1,6,0,0,0,1,0,4,2,999,1,1,92.893,-46.2
32,3,0,0,0,0,1,0,2,1,1,999,0,0,93.918,-42.7
35,3,0,0,0,1,0,0,0,2,1,999,0,0,93.994,-36.4
38,6,0,4,0,1,1,1,5,3,2,999,0,0,93.2,-42.0
22,3,1,5,1,0,0,0,2,0,4,999,0,0,93.918,-42.7
31,2,0,1,0,0,0,1,2,0,5,999,0,0,93.918,-42.7
36,4,0,1,0,1,0,0,5,0,1,999,0,0,93.2,-42.0
45,2,1,6,0,1,0,1,3,2,12,999,0,0,93.444,-36.1
48,1,0,1,0,0,0,1,3,0,5,999,0,0,93.444,-36.1
38,1,0,1,0,0,0,1,2,3,2,999,0,0,93.918,-42.7
59,5,0,5,0,2,2,1,3,2,1,999,0,0,92.201,-31.4
38,2,0,6,0,0,0,1,3,0,4,999,0,0,93.444,-36.1
48,6,0,6,0,1,0,0,0,3,2,999,0,0,93.994,-36.4
60,5,0,4,0,0,1,1,4,2,2,999,1,1,94.601,-49.5
41,2,0,1,0,0,0,0,0,1,1,999,0,0,93.994,-36.4
48,6,0,0,1,0,0,0,0,2,1,999,0,0,93.994,-36.4
40,4,0,4,0,0,0,0,1,0,6,999,0,0,94.465,-41.8
34,2,0,6,0,0,1,1,3,2,11,999,0,0,93.444,-36.1
56,8,0,0,0,0,0,0,0,2,1,999,0,0,93.994,-36.4
29,2,1,6,0,1,1,1,3,4,3,999,0,0,93.444,-36.1
30,4,0,1,0,1,0,1,3,1,1,999,0,0,93.444,-36.1
56,5,0,0,0,1,0,0,0,4,1,999,0,0,93.994,-36.4
31,2,0,1,0,1,1,0,0,2,1,999,0,0,93.994,-36.4
58,2,2,6,0,1,0,0,3,3,6,999,0,0,93.444,-36.1
45,10,0,0,1,1,0,0,0,1,1,999,0,0,93.994,-36.4
36,4,1,4,0,1,0,1,1,4,2,3,1,2,92.963,-40.8
49,6,0,6,0,1,0,1,3,3,1,999,0,0,93.444,-36.1
34,3,0,3,0,0,0,1,0,1,3,999,0,0,92.893,-46.2
51,3,0,3,1,0,0,0,0,4,3,999,0,0,93.994,-36.4
53,2,0,6,1,0,1,1,2,2,3,999,0,0,93.918,-42.7
30,4,1,3,0,1,0,1,0,0,1,999,0,0,92.893,-46.2
56,5,0,0,0,1,0,1,5,4,2,999,0,0,93.2,-42.0
28,3,1,3,1,0,1,0,0,4,1,999,0,0,93.994,-36.4
52,2,0,5,0,1,0,1,3,1,1,999,0,0,93.444,-36.1
31,3,0,3,1,1,0,0,1,4,3,999,0,0,94.465,-41.8
41,3,0,5,1,1,0,1,2,0,1,999,0,0,93.918,-42.7
48,3,0,0,0,0,0,0,0,1,1,999,0,0,93.994,-36.4
45,4,0,6,0,0,0,0,1,2,2,999,0,0,94.465,-41.8
39,1,0,1,1,1,0,0,2,0,3,999,0,0,93.918,-42.7
44,3,0,4,0,0,0,0,1,0,1,999,0,0,94.465,-41.8
49,3,0,3,1,0,0,0,1,3,1,999,0,0,94.465,-41.8
46,4,0,4,0,1,0,1,5,0,1,999,0,0,93.2,-42.0
26,3,1,4,1,2,2,1,2,1,2,999,0,0,93.918,-42.7
44,3,0,2,0,1,0,1,2,2,5,999,0,0,93.918,-42.7
52,2,0,5,0,0,0,1,3,3,1,999,0,0,93.444,-36.1
30,4,1,6,0,1,0,1,3,4,2,999,0,0,93.444,-36.1
35,3,0,2,1,0,0,0,0,4,3,999,0,0,93.994,-36.4
45,1,2,1,0,0,0,1,0,0,9,999,1,1,92.893,-46.2
46,3,0,3,1,1,0,0,0,4,2,999,0,0,93.994,-36.4
34,1,0,1,0,1,0,1,0,4,3,999,1,1,92.893,-46.2
40,1,0,1,0,0,0,1,0,2,4,999,1,1,92.893,-46.2
39,7,0,1,0,0,1,0,0,3,1,999,0,0,93.994,-36.4
41,4,1,6,0,1,1,1,2,3,1,999,0,0,93.918,-42.7
55,6,0,6,0,0,0,1,8,4,1,999,1,1,93.075,-47.1
47,2,0,6,1,0,0,0,1,3,2,999,0,0,94.465,-41.8
30,4,1,4,0,0,0,1,5,3,1,999,0,0,93.2,-42.0
47,6,0,6,0,1,0,1,3,0,2,999,6,1,94.027,-38.3
55,6,0,5,0,1,1,0,0,2,2,999,0,0,93.994,-36.4
38,2,0,6,0,0,1,0,5,0,3,999,0,0,92.649,-30.1
34,4,0,4,0,0,0,1,7,0,13,999,0,0,92.843,-50.0
57,2,0,6,1,0,0,1,2,2,2,999,0,0,93.918,-42.7
58,10,0,6,1,0,0,0,0,4,4,999,0,0,93.994,-36.4
59,4,0,4,0,0,0,1,1,3,4,999,1,1,94.055,-39.8
30,4,1,4,0,1,0,1,3,1,6,999,0,0,93.444,-36.1
55,3,1,3,1,1,0,1,2,1,3,999,0,0,93.918,-42.7
52,6,0,0,1,1,0,0,0,1,2,999,0,0,93.994,-36.4
61,5,0,0,0,1,0,1,3,4,1,15,1,2,92.201,-31.4
34,4,1,6,0,0,0,1,9,4,3,999,1,1,94.199,-37.5
47,4,2,4,0,0,1,0,0,4,1,999,0,0,93.876,-40.0
36,4,1,4,0,0,0,1,6,0,1,999,0,0,92.713,-33.0
58,2,1,6,0,0,1,0,1,2,3,999,0,0,94.465,-41.8
52,6,2,6,0,0,0,0,1,2,4,999,0,0,94.465,-41.8
45,9,3,5,0,1,0,1,2,2,1,999,0,0,93.918,-42.7
30,10,0,3,0,0,0,0,1,4,2,999,0,0,94.465,-41.8
32,4,0,4,0,1,0,1,3,2,2,999,0,0,93.444,-36.1
56,2,0,1,0,1,0,0,1,2,11,999,0,0,94.465,-41.8
30,3,0,2,0,0,0,0,0,0,4,999,0,0,93.994,-36.4
44,2,1,2,1,1,0,1,2,3,2,999,0,0,93.918,-42.7
32,4,0,6,0,1,1,0,2,0,1,999,0,0,94.215,-40.3
41,3,0,0,0,1,0,1,0,1,1,999,0,0,92.893,-46.2
34,2,2,6,0,1,0,1,3,0,4,999,0,0,93.444,-36.1
38,2,2,6,0,0,0,1,2,1,8,999,0,0,93.918,-42.7
29,4,0,4,0,1,0,1,3,4,1,999,0,0,93.444,-36.1
32,2,0,6,0,2,2,1,3,1,2,999,0,0,93.444,-36.1
27,4,1,6,0,1,1,1,0,2,1,999,0,0,92.893,-46.2
24,3,0,3,0,2,2,1,2,2,1,999,0,0,93.918,-42.7
55,5,0,6,0,0,0,1,2,4,2,999,0,0,93.918,-42.7
45,3,0,3,1,1,0,0,0,2,1,999,0,0,93.994,-36.4
40,2,0,3,0,1,0,1,5,2,2,999,0,0,93.2,-42.0
40,2,0,6,0,1,0,0,0,3,7,999,0,0,93.994,-36.4
42,3,0,0,0,0,0,1,0,1,1,999,0,0,92.893,-46.2
34,2,1,2,0,0,0,1,8,0,5,999,0,0,93.075,-47.1
30,11,1,1,0,0,0,1,7,4,5,10,2,1,92.843,-50.0
39,1,0,1,0,1,0,0,0,3,3,999,0,0,93.994,-36.4
41,2,2,1,0,0,0,1,8,4,1,999,0,0,93.075,-47.1
42,6,0,6,0,1,0,1,3,0,2,999,0,0,93.444,-36.1
39,4,0,6,0,0,0,1,3,0,5,999,0,0,93.444,-36.1
37,4,1,4,0,1,0,1,3,0,2,999,0,0,93.444,-36.1
45,3,0,3,0,0,1,1,3,4,1,999,0,0,93.444,-36.1
53,1,0,1,1,0,0,0,0,3,2,999,0,0,93.994,-36.4
35,2,0,6,0,0,0,1,5,0,1,999,0,0,93.2,-42.0
29,4,0,6,0,0,0,1,8,0,3,999,1,1,93.749,-34.6
32,1,0,1,0,0,0,0,0,3,1,999,0,0,93.994,-36.4
30,2,1,6,0,0,0,1,3,0,2,999,0,0,93.444,-36.1
39,10,0,2,0,1,0,1,9,1,2,999,0,0,92.379,-29.8
41,4,0,4,0,0,0,0,0,0,1,999,0,0,93.994,-36.4
45,3,0,3,1,1,0,0,0,4,5,999,0,0,93.994,-36.4
50,2,0,1,0,0,0,0,1,4,3,999,0,0,94.465,-41.8
29,8,0,6,0,0,0,0,0,3,1,999,0,0,93.994,-36.4
33,2,1,4,0,1,0,1,3,2,1,999,0,0,93.444,-36.1
47,2,0,6,0,1,0,1,5,2,1,999,1,1,93.2,-42.0
45,2,1,1,0,1,0,1,8,3,1,2,1,2,93.075,-47.1
29,4,1,6,0,1,0,1,3,1,3,999,0,0,93.444,-36.1
31,4,0,4,0,0,0,1,8,0,3,999,1,1,93.075,-47.1
30,3,0,3,0,1,0,0,0,3,1,999,0,0,93.994,-36.4
30,2,0,6,0,1,0,0,0,4,2,999,0,0,93.994,-36.4
43,4,1,4,0,0,0,0,0,4,3,999,0,0,93.994,-36.4
28,3,0,2,1,1,0,0,2,4,2,999,0,0,93.918,-42.7
30,2,0,6,0,1,0,0,2,2,8,999,0,0,93.918,-42.7
45,0,0,0,1,1,0,0,0,2,2,999,0,0,93.994,-36.4
56,1,2,1,1,1,0,1,2,0,2,999,0,0,93.918,-42.7
